0,ageGroup,artifactUrl,attributions,author,concepts,contentType,createdBy,description,downloadUrl,gradeLevel,identifier,keywords,language,name,objectType,status,subject,variants,content_type,chapter_tag,pred_grades
1224,,https://www.youtube.com/embed/gZmMLp8QAkw?autoplay=1&enablejsapi=1,[You tube -=Bodha guru],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,"Sets Introduction,roaster Form, Set Builder Form",https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253797824154828821390/sets-introductionroaster-form-set-builder-form_1530515584576_do_31253797824154828821390_1.0.ecar,[Class 10],do_31253797824154828821390,"[SETS INTRODUCTION, WELL DEFINED SET, ROSTER FORM, SET BUILDER FORM]",[English],"Sets Introduction,roaster Form, Set Builder Form",Content,Live,Mathematics,"{u'spine': {u'size': 116756.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253797824154828821390/sets-introductionroaster-form-set-builder-form_1530515584661_do_31253797824154828821390_1.0_spine.ecar'}}",youtube,"[Linear Equations in One Variable, Smart Charts]","[Class 8, Class 3]"
1225,,https://www.youtube.com/embed/2ycl2E9r-_o?autoplay=1&enablejsapi=1,[Its AumSum Time],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Sexual Parts Of Flower,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253086426846822419395/sexual-parts-of-flower_1529667085187_do_31253086426846822419395_1.0.ecar,[Class 7],do_31253086426846822419395,"[1.Sexual parts of flower, 2.agents of pollination,  3.Fertilization]",[English],Sexual Parts Of Flower,Content,Live,Science,"{u'spine': {u'size': 55174.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253086426846822419395/sexual-parts-of-flower_1529667085278_do_31253086426846822419395_1.0_spine.ecar'}}",youtube,"[Reproduction In Plants, How Do Organisms Reproduce?]","[Class 7, Class 10]"
1226,,https://www.youtube.com/embed/kiZHmZtQcnc?autoplay=1&enablejsapi=1,[steinml1],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,"Similar Figures,similarity",https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253019343487795227067/similar-figuressimilarity_1529565092664_do_31253019343487795227067_1.0.ecar,[Class 8],do_31253019343487795227067,"[similar figures, similarity]",[English],"Similar Figures,similarity",Content,Live,Mathematics,"{u'spine': {u'size': 83892.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253019343487795227067/similar-figuressimilarity_1529565092788_do_31253019343487795227067_1.0_spine.ecar'}}",youtube,"[Triangles, Time Goes On]","[Class 9, Class 3]"
1227,,https://www.youtube.com/watch?v=G_TCYEjPiZA,,,,Resource,e8b8b902-ae81-47f4-aa43-f9a86b398d56,similar traingle,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31237256045320601625288/similar-traingle_1530901896491_do_31237256045320601625288_2.0.ecar,[Class 10],do_31237256045320601625288,"[similar traingle, Story]",[English],similar traingle,Content,Live,Mathematics,"{u'spine': {u'size': 28201.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31237256045320601625288/similar-traingle_1530901896660_do_31237256045320601625288_2.0_spine.ecar'}}",youtube,"[The Way The World Looks, Visualising Solid Shapes]","[Class 4, Class 7]"
1228,,https://www.youtube.com/embed/CXr9gFaeHgg?autoplay=1&enablejsapi=1,[SCIENCE HACKERS],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Simple Electric Circuit Video,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31252897020082585621590/simple-electric-circuit-video_1529477845134_do_31252897020082585621590_1.0.ecar,[Class 6],do_31252897020082585621590,"[Simple Electric Circuits,  Circuits Simple]",[English],Simple Electric Circuit Video,Content,Live,Science,"{u'spine': {u'size': 69927.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31252897020082585621590/simple-electric-circuit-video_1529477845209_do_31252897020082585621590_1.0_spine.ecar'}}",youtube,"[Stars And The Solar System, Wind, Storms And Cyclones]","[Class 8, Class 7]"
1229,,https://www.youtube.com/embed/CXr9gFaeHgg?autoplay=1&enablejsapi=1,[simple electric circuits],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Simple Electric Circuits,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530973818691584110156/simple-electric-circuits_1529667769150_do_312530973818691584110156_1.0.ecar,[Class 6],do_312530973818691584110156,[పరిచయం -సాధారణ విద్యుత్ వలయాలు],[English],Simple Electric Circuits,Content,Live,Science,"{u'spine': {u'size': 40066.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530973818691584110156/simple-electric-circuits_1529667769220_do_312530973818691584110156_1.0_spine.ecar'}}",youtube,"[Stars And The Solar System, Wind, Storms And Cyclones]","[Class 8, Class 7]"
1230,,https://www.youtube.com/embed/ugB_Pz_k40Q?autoplay=1&enablejsapi=1,[examfear.com],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Simple Equation,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253033185645363218499/simple-equation_1529668662796_do_31253033185645363218499_1.0.ecar,[Class 7],do_31253033185645363218499,[SIMPLE EQUATION],[English],Simple Equation,Content,Live,Mathematics,"{u'spine': {u'size': 44685.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253033185645363218499/simple-equation_1529668662881_do_31253033185645363218499_1.0_spine.ecar'}}",youtube,"[Algebra, Shapes And Angles]","[Class 6, Class 5]"
1231,,https://www.youtube.com/embed/tLQlRIOGpo8?autoplay=1&enablejsapi=1,[You Tube -Bodha Guru],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Simple Equation,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312531001830850560110283/simple-equation_1529666935948_do_312531001830850560110283_1.0.ecar,[Class 6],do_312531001830850560110283,[SIMPLE EQUATION],[English],Simple Equation,Content,Live,Mathematics,"{u'spine': {u'size': 51075.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312531001830850560110283/simple-equation_1529666936035_do_312531001830850560110283_1.0_spine.ecar'}}",youtube,"[Linear Equations in One Variable, Algebra]","[Class 8, Class 6]"
1232,,https://youtu.be/o47YG7x-X4c,[Radhika],,,Resource,e8b8b902-ae81-47f4-aa43-f9a86b398d56,జ్యామితీయంగా నిరూపించుట,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312522608529620992214926/simple-equation_1529390087725_do_312522608529620992214926_1.0.ecar,"[Class 8, Class 9, Class 10, Other]",do_312522608529620992214926,[(a+b+c)^2],[English],Simple equation,Content,Live,Mathematics,"{u'spine': {u'size': 28360.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312522608529620992214926/simple-equation_1529390087844_do_312522608529620992214926_1.0_spine.ecar'}}",youtube,"[Introduction to Trigonometry, Constructions]","[Class 10, Class 9]"
1233,,https://www.youtube.com/embed/ZWCXrbnMN-E?autoplay=1&enablejsapi=1,[Inspire math tutorials],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Simple Interest,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253033467011072029282/simple-interest_1529668682111_do_31253033467011072029282_1.0.ecar,[Class 7],do_31253033467011072029282,[SIMPLE INTEREST],[English],Simple Interest,Content,Live,Mathematics,"{u'spine': {u'size': 44689.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253033467011072029282/simple-interest_1529668682181_do_31253033467011072029282_1.0_spine.ecar'}}",youtube,"[Comparing Quantities, Time Goes On]","[Class 7, Class 3]"
1234,,https://www.youtube.com/embed/_hM-yjpBWPI?autoplay=1&enablejsapi=1,[HEGARTYMATHS],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Simplification Of Algebric Expressions,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253033610149068818542/simplification-of-algebric-expressions_1529668694641_do_31253033610149068818542_1.0.ecar,[Class 7],do_31253033610149068818542,[SIMPLIFICATION OF ALGEBRIC EXPRESSIONS],[English],Simplification Of Algebric Expressions,Content,Live,Mathematics,"{u'spine': {u'size': 44726.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253033610149068818542/simplification-of-algebric-expressions_1529668694734_do_31253033610149068818542_1.0_spine.ecar'}}",youtube,"[Time Goes On, Smart Charts]",[Class 3]
1235,,https://www.youtube.com/embed/4PLJGCwpZr4?autoplay=1&enablejsapi=1,[fuseschool],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Simplifying Algebraic Expression,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253033603705241618541/simplifying-algebraic-expression_1529668694235_do_31253033603705241618541_1.0.ecar,[Class 7],do_31253033603705241618541,[SIMPLIFICATION OF ALGEBRIC EXPRESSIONS],[English],Simplifying Algebraic Expression,Content,Live,Mathematics,"{u'spine': {u'size': 44729.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253033603705241618541/simplifying-algebraic-expression_1529668694303_do_31253033603705241618541_1.0_spine.ecar'}}",youtube,"[Time Goes On, Rational Numbers]","[Class 3, Class 7]"
1236,,https://www.youtube.com/embed/hXyx409j7VE?t=11s?autoplay=1&enablejsapi=1,[Digital teacher],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,"Slicing,shadow Play",https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253033761641267218563/slicingshadow-play_1529668706405_do_31253033761641267218563_1.0.ecar,[Class 7],do_31253033761641267218563,"[SLICING, SHADOW PLAY]",[English],"Slicing,shadow Play",Content,Live,Mathematics,"{u'spine': {u'size': 44706.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253033761641267218563/slicingshadow-play_1529668706480_do_31253033761641267218563_1.0_spine.ecar'}}",youtube,"[Visualising Solid Shapes, Mensuration]","[Class 7, Class 6]"
1237,,https://www.youtube.com/embed/1u72PZuAGJI?autoplay=1&enablejsapi=1,[CBSE],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Soil Erosion Ways,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530864403415040210231/soil-erosion-ways_1529667096045_do_312530864403415040210231_1.0.ecar,[Class 7],do_312530864403415040210231,"[1.soil erosion ways,  2.soil conservation methods]",[English],Soil Erosion Ways,Content,Live,Science,"{u'spine': {u'size': 55157.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530864403415040210231/soil-erosion-ways_1529667096126_do_312530864403415040210231_1.0_spine.ecar'}}",youtube,"[Forests:our Lifeline, Food: Where Does It Come From?]","[Class 7, Class 6]"
1238,,https://www.youtube.com/embed/XfgilDxq1co?autoplay=1&enablejsapi=1,[APC BOOKS],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Soil Types,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530864393609216210229/soil-types_1529667095164_do_312530864393609216210229_1.0.ecar,[Class 7],do_312530864393609216210229,[soil types],[English],Soil Types,Content,Live,Science,"{u'spine': {u'size': 55131.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530864393609216210229/soil-types_1529667095238_do_312530864393609216210229_1.0_spine.ecar'}}",youtube,"[Soil, Heat]",[Class 7]
1239,,https://www.youtube.com/embed/fJzJV2LoNlc?autoplay=1&enablejsapi=1,[examfear.com],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Solving Problems,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253033214988288018500/solving-problems_1529668664363_do_31253033214988288018500_1.0.ecar,[Class 7],do_31253033214988288018500,[SOLVING PROBLEMS],[English],Solving Problems,Content,Live,Mathematics,"{u'spine': {u'size': 44686.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253033214988288018500/solving-problems_1529668664451_do_31253033214988288018500_1.0_spine.ecar'}}",youtube,"[Linear Equations in One Variable, Polynomials]","[Class 8, Class 9]"
1240,,https://www.youtube.com/embed/v784A9qovts?autoplay=1&enablejsapi=1,[examfear.com],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Solving Problems,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253033204383744029261/solving-problems_1529668663945_do_31253033204383744029261_1.0.ecar,[Class 7],do_31253033204383744029261,[SOLVING PROBLEMS],[English],Solving Problems,Content,Live,Mathematics,"{u'spine': {u'size': 44692.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253033204383744029261/solving-problems_1529668664032_do_31253033204383744029261_1.0_spine.ecar'}}",youtube,"[Linear Equations in One Variable, Algebra]","[Class 8, Class 6]"
1241,,https://www.youtube.com/embed/HcopReWS5W0?autoplay=1&enablejsapi=1,[examfear.com],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Solving Problems,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253033194414080029260/solving-problems_1529668663272_do_31253033194414080029260_1.0.ecar,[Class 7],do_31253033194414080029260,[SOLVING PROBLEMS],[English],Solving Problems,Content,Live,Mathematics,"{u'spine': {u'size': 44689.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253033194414080029260/solving-problems_1529668663370_do_31253033194414080029260_1.0_spine.ecar'}}",youtube,"[Linear Equations in One Variable, Algebra]","[Class 8, Class 6]"
1242,,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/assets/do_312530910518001664210618/iconic-science-stars-1-1.pdf,[krishnasatya],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Some Iconic Students From A.p,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530910518001664210618/some-iconic-students-from-a.p_1529668308929_do_312530910518001664210618_1.0.ecar,[Class 7],do_312530910518001664210618,,[English],Some Iconic Students From A.p,Content,Live,Science,"{u'spine': {u'size': 53464.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530910518001664210618/some-iconic-students-from-a.p_1529668309122_do_312530910518001664210618_1.0_spine.ecar'}}",pdf,"[Chemical Reaction And Equation, Wind, Storms And Cyclones]","[Class 10, Class 7]"
1243,,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/assets/do_31252897042536857611423/iconic-science-stars-1-1.pdf,[krishnasatya],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Some Iconic Students From A.p,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31252897042536857611423/some-iconic-students-from-a.p_1529478937702_do_31252897042536857611423_1.0.ecar,[Class 6],do_31252897042536857611423,"[Students Corner,  Students]",[English],Some Iconic Students From A.p,Content,Live,Science,"{u'spine': {u'size': 69912.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31252897042536857611423/some-iconic-students-from-a.p_1529478937872_do_31252897042536857611423_1.0_spine.ecar'}}",pdf,"[Chemical Reaction And Equation, Wind, Storms And Cyclones]","[Class 10, Class 7]"
1244,,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/assets/do_31250847351653171216843/science-competitions-and-science-fairs.pdf,[P. LALITHA KUMARI],,,Resource,29f3fc25-cd8c-4f5a-b867-c9a4b568e6e9,SOME IMPORTANT SCIENCE COMPETITIONS AND SCIENCE FAIRS,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31250847351653171216843/some-important-science-competitions-and-science-fairs_1526979003196_do_31250847351653171216843_1.0.ecar,"[Class 6, Class 7, Class 8, Class 9, Class 10]",do_31250847351653171216843,"[SOME IMPORTANT SCIENCE COMPETITIONS AND SCIENCE FAIRS, SCIENCE FAIRS, SCIENCE COMPETITIONS]",[English],SOME IMPORTANT SCIENCE COMPETITIONS AND SCIENCE FAIRS,Content,Live,Science,"{u'spine': {u'size': 111395.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31250847351653171216843/some-important-science-competitions-and-science-fairs_1526979003348_do_31250847351653171216843_1.0_spine.ecar'}}",pdf,"[Chemical Reaction And Equation, Wind, Storms And Cyclones]","[Class 10, Class 7]"
1245,,https://www.youtube.com/embed/Sy9vfVRfopA?autoplay=1&enablejsapi=1,[CBSE],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Sources Of Water On Earth,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253086434403942419401/sources-of-water-on-earth_1529667090516_do_31253086434403942419401_1.0.ecar,[Class 7],do_31253086434403942419401,,[English],Sources Of Water On Earth,Content,Live,Science,"{u'spine': {u'size': 55118.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253086434403942419401/sources-of-water-on-earth_1529667090633_do_31253086434403942419401_1.0_spine.ecar'}}",youtube,"[Physical And Chemical Changes, Water:a Precious Resource]",[Class 7]
1246,,https://www.youtube.com/watch?v=EdzxLFqyMjc&t=155s,,,,Resource,e8b8b902-ae81-47f4-aa43-f9a86b398d56,special triangle,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31249566223835955226367/special-triangle_1526121439058_do_31249566223835955226367_1.0.ecar,"[Class 6, Class 7]",do_31249566223835955226367,"[special triangle, Story]",[English],special triangle,Content,Live,Mathematics,"{u'spine': {u'size': 27226.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31249566223835955226367/special-triangle_1526121439140_do_31249566223835955226367_1.0_spine.ecar'}}",youtube,"[Smart Charts, The Fish Tale]","[Class 3, Class 5]"
1247,,https://www.youtube.com/embed/Ank7ZrShhIw?autoplay=1&enablejsapi=1,[Bodhaguru],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Speed,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253086372932812819356/speed_1529666998954_do_31253086372932812819356_1.0.ecar,[Class 7],do_31253086372932812819356,"[1.Speed, 2.Average speed 3.Units of speed]",[English],Speed,Content,Live,Science,"{u'spine': {u'size': 55142.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253086372932812819356/speed_1529666999041_do_31253086372932812819356_1.0_spine.ecar'}}",youtube,"[Motion, Motion And Time]","[Class 9, Class 7]"
1248,,https://www.youtube.com/embed/aV5X9Ee7Rnc?autoplay=1&enablejsapi=1,[7activestudio],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Spherical Mirror,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253086411028070419384/spherical-mirror_1529667019782_do_31253086411028070419384_1.0.ecar,[Class 7],do_31253086411028070419384,"[1.Spherical Mirror,  2.Real Image,  3.Virtual Image,  4.Applications of Sperical mirrors]",[English],Spherical Mirror,Content,Live,Science,"{u'spine': {u'size': 55168.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253086411028070419384/spherical-mirror_1529667019854_do_31253086411028070419384_1.0_spine.ecar'}}",youtube,"[Light-reflection And Refraction, Light]","[Class 10, Class 7]"
1249,,https://www.youtube.com/embed/Mrphn1zOWaE?autoplay=1&enablejsapi=1,[New Atlantis WILD],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Spores,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253086429237248019398/spores_1529667087030_do_31253086429237248019398_1.0.ecar,[Class 7],do_31253086429237248019398,"[1. vegetative reproduction,  2.budding,  3.Spores]",[English],Spores,Content,Live,Science,"{u'spine': {u'size': 55157.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253086429237248019398/spores_1529667087113_do_31253086429237248019398_1.0_spine.ecar'}}",youtube,"[Forests:our Lifeline, Cell — Structure And Functiions]","[Class 7, Class 8]"
1250,,https://www.youtube.com/embed/4ND-7g2WG14?autoplay=1&enablejsapi=1,[Youtube],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Square Root,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253019333005312016422/square-root_1529565085408_do_31253019333005312016422_1.0.ecar,[Class 8],do_31253019333005312016422,"[Square root and principle square root,  prime factorization]",[English],Square Root,Content,Live,Mathematics,"{u'spine': {u'size': 83905.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253019333005312016422/square-root_1529565085610_do_31253019333005312016422_1.0_spine.ecar'}}",youtube,"[Squares and Square Roots, Be My Multiple, I'll Be Your Factor]","[Class 8, Class 5]"
1251,,https://www.youtube.com/embed/x7Jt84r90Nc?autoplay=1&enablejsapi=1,[Youtube],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Square Root,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253019330930278416419/square-root_1529565083112_do_31253019330930278416419_1.0.ecar,[Class 8],do_31253019330930278416419,"[Perfect squares - Square numbers , Unit digit of a square number]",[English],Square Root,Content,Live,Mathematics,"{u'spine': {u'size': 83911.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253019330930278416419/square-root_1529565083417_do_31253019330930278416419_1.0_spine.ecar'}}",youtube,"[Squares and Square Roots, Give And Take]","[Class 8, Class 2]"
1252,,https://www.youtube.com/watch?v=ZYGKJ78aSDo&t=72s,,,,Resource,e8b8b902-ae81-47f4-aa43-f9a86b398d56,square root,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_3124880193578270721636/square-root_1524625129216_do_3124880193578270721636_1.0.ecar,"[Class 6, Class 7, Class 8]",do_3124880193578270721636,"[square root, Story]",[English],square root,Content,Live,Mathematics,"{u'spine': {u'size': 51455.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_3124880193578270721636/square-root_1524625129316_do_3124880193578270721636_1.0_spine.ecar'}}",youtube,"[Tenths And Hundreds, How Many Ponytails?]","[Class 5, Class 2]"
1253,,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_312531052036808704211299/artifact/square-root-of-number-geometrical-approach_1529669440637.zip,[SANKAR],,,Resource,bc6ccf5a-b14d-4e2d-9213-9c7f03c5fa8c,SQUARE ROOT OF NUMBER- A GEOMETRICAL APPROACH,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312531052036808704211299/square-root-of-number_1529733748796_do_312531052036808704211299_1.0.ecar,"[Class 9, Class 10]",do_312531052036808704211299,"[SQUARE ROOT OF NUMBER, SQUARE ROOT]",[English],SQUARE ROOT OF NUMBER,Content,Live,Mathematics,"{u'spine': {u'size': 500392.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312531052036808704211299/square-root-of-number_1529733748976_do_312531052036808704211299_1.0_spine.ecar'}}",ecml,"[Tenths And Hundreds, How Many Ponytails?]","[Class 5, Class 2]"
1254,,https://www.youtube.com/embed/3wjLGV9ibII?autoplay=1&enablejsapi=1,[dont memorise],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Sss Congruence Rule,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253018123669504016282/sss-congruence-rule_1529564788000_do_31253018123669504016282_1.0.ecar,[Class 9],do_31253018123669504016282,[SSS CONGRUENCE RULE],[English],Sss Congruence Rule,Content,Live,Mathematics,"{u'spine': {u'size': 69702.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253018123669504016282/sss-congruence-rule_1529564788076_do_31253018123669504016282_1.0_spine.ecar'}}",youtube,"[Triangles, Shapes And Angles]","[Class 9, Class 5]"
1255,,https://www.youtube.com/embed/wZRN_fWpcZQ?autoplay=1&enablejsapi=1,[okul],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Sss Congruency,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253018123095244816281/sss-congruency_1529564787524_do_31253018123095244816281_1.0.ecar,[Class 9],do_31253018123095244816281,[SSS CONGRUENCE RULE],[English],Sss Congruency,Content,Live,Mathematics,"{u'spine': {u'size': 69688.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253018123095244816281/sss-congruency_1529564787600_do_31253018123095244816281_1.0_spine.ecar'}}",youtube,"[Constructions, Introduction to Trigonometry]","[Class 9, Class 10]"
1256,,https://www.youtube.com/embed/psAoPWLz-l8?autoplay=1&enablejsapi=1,[You tube-Flexi Guru],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,"Sss,aaa,sas Criteria",https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253797830984499221398/sssaaasas-criteria_1530515590171_do_31253797830984499221398_1.0.ecar,[Class 10],do_31253797830984499221398,"[CRITERION FOR SIMILAR TRIANGLES,  CRITERION]",[English],"Sss,aaa,sas Criteria",Content,Live,Mathematics,"{u'spine': {u'size': 116712.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253797830984499221398/sssaaasas-criteria_1530515590285_do_31253797830984499221398_1.0_spine.ecar'}}",youtube,"[Triangles, Constructions]",[Class 9]
1257,,https://www.youtube.com/embed/bRlabIeSo7o?autoplay=1&enablejsapi=1,[Lakshmu Naidu],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Sssdd Construction,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253019321194086416410/sssdd-construction_1529565075049_do_31253019321194086416410_1.0.ecar,[Class 8],do_31253019321194086416410,[SSSDD Construction],[English],Sssdd Construction,Content,Live,Mathematics,"{u'spine': {u'size': 83894.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253019321194086416410/sssdd-construction_1529565075175_do_31253019321194086416410_1.0_spine.ecar'}}",youtube,"[Practical Geometry, Lines And Angles]","[Class 6, Class 7]"
1258,,https://www.youtube.com/embed/GBVMGy_VyTA?autoplay=1&enablejsapi=1,[Lakshmu Naidu],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Ssssa Construction,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253019320628019227050/ssssa-construction_1529565074533_do_31253019320628019227050_1.0.ecar,[Class 8],do_31253019320628019227050,[SSSSA Construction],[English],Ssssa Construction,Content,Live,Mathematics,"{u'spine': {u'size': 83892.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253019320628019227050/ssssa-construction_1529565074607_do_31253019320628019227050_1.0_spine.ecar'}}",youtube,"[Lines And Angles, Practical Geometry]","[Class 7, Class 6]"
