,Board,Chapter - Concept Name,Chapter Concept Name,Chapter Name,Chapter No.,Ekstep Comments,Ekstep comments,Grade,Keywords,Medium,Netscribes Comments,Netscribes comments,State/Centre,Sub-Topic,Subject,Textbook Name,Topic - Concept Name,Topic Name,Type
217,CBSE,Democracy in the Contemporary World,,Democracy in the Contemporary World,1,Topic concept: World Democracies,,Class 9,"democratic, General Assembly, Security Council, UN, veto power, member, International Monetary Fund, IMF, US, Russia, UK, France, China, Japan, Germany, Italy, Saudi Arabia, Canada, World Bank, President Treasury Secretary, Finance Minister, US government, United Nations, parliament, test, democracy, Soviet Union, American dominance, global democracy, Wolfowitz, Department of Defence, Pentagon, invasion, Iraq, Social Science,",English,,,Centre,Are these decisions democratic?,Social Science,Democratic Politics-I,World Democracies,Democracy at the Global Level?,K-12
218,CBSE,Democracy in the Contemporary World,,Democracy in the Contemporary World,1,Topic concept: World Democracies,,Class 9,"Democracy, promotion, global democracy, Cactus, Iraq, British rule, coups, military officer, Arab Socialist Ba’th Party, Saddam Hussein, Islamic law, dictatorial government, president of Iraq, weapon, destruction, UN, Security Council, Kofi Annan, Secretary General, invasion, Helping Democracy, election, Social Science,",English,,,Centre,Democracy promotion,Social Science,Democratic Politics-I,World Democracies,Democracy at the Global Level?,K-12
219,CBSE,Democracy,,What is Democracy? Why Democracy?,2,,,Class 9,"democracy, non democratic, democratic, Social Science",English,,,Centre,,Social Science,Democratic Politics-I,What is Democracy? - Overview,Overview,K-12
220,CBSE,Democracy,,What is Democracy? Why Democracy?,2,,,Class 9,"Democracy, non democracy, Chile, Poland, Ghana, Pinochet’s rule, communist rule, Nkrumah’s government, Democratic government, Non democratic government, Social Science,",English,,,Centre,,Social Science,Democratic Politics-I,Democracy,What is Democracy?,K-12
221,CBSE,Democracy,,What is Democracy? Why Democracy?,2,,,Class 9,"Democracy, Abraham Lincoln, government, people, Demokratia, demo, kratia, Social Science",English,,,Centre,Why define democracy?,Social Science,Democratic Politics-I,Democracy,What is Democracy?,K-12
222,CBSE,Democracy,,What is Democracy? Why Democracy?,2,,,Class 9,"democracy, chosen, people, elected, army ruler, Myanmar, Dictator, Pinochet, Saudi Arabia, Nepal, people’s rule, democratic government, Social Science,",English,,,Centre,A simple definition,Social Science,Democratic Politics-I,Democracy,What is Democracy?,K-12
223,CBSE,Democracy,,What is Democracy? Why Democracy?,2,,,Class 9,"Democracy, ruler, election, people, form, government, democratic election, elected, Social Science,",English,,,Centre,,Social Science,Democratic Politics-I,Features of Democracy,Features of Democracy,K-12
224,CBSE,Democracy,,What is Democracy? Why Democracy?,2,,,Class 9,"Pakistan, General Pervez Musharraf, military coup, Chief Executive,country, Syria, Ba’ath Party, Latin America, Legal Framework Order, Constitution of Pakistan, National Security Council, General Musharraf, dictatorship, people’s rule, Social Science,",English,,,Centre,Major decisions by elected leaders,Social Science,Democratic Politics-I,Features of Democracy,Features of Democracy,K-12
225,CBSE,Democracy,,What is Democracy? Why Democracy?,2,,,Class 9,"electoral competition, China, Quanguo Renmin Daibiao Dahui, National People’s Congress, Chinese Communist Party, Mexico, dictator’s rule, Institutional Revolutionary Party, PRI, election, Democracy, Social Science",English,,,Centre,Free and fair electoral competition,Social Science,Democratic Politics-I,Features of Democracy,Features of Democracy,K-12
226,CBSE,Democracy,,What is Democracy? Why Democracy?,2,,,Class 9,"vote, universal adult franchise, Saudi Arabia, Estonia, Fiji, Russian minority, Indian Fijian, political equality, right to vote, Iraqi election, Saddam Hussain’s regime, Social Science",English,,,Centre,"One person, one vote, one value",Social Science,Democratic Politics-I,Features of Democracy,Features of Democracy,K-12
227,CBSE,Democracy,,What is Democracy? Why Democracy?,2,,,Class 9,"Rule, law, Zimbabwe, White minority rule, ZANU PF, Robert Mugabe, unfair practice, election, right to criticise, President, judiciary, minority, constitutional law, citizens’ right, Social Science,",English,,,Centre,"Rule of law and respect
  for rights",Social Science,Democratic Politics-I,Features of Democracy,Features of Democracy,K-12
228,CBSE,Democracy,,What is Democracy? Why Democracy?,2,,,Class 9,"elected, people, Election, constitution, citizens’ right, information, Google, Yahoo, King of Bhutan, king of Nepal, dissolution, Bihar assembly, neutral government, Political party, Bangladesh, Respect, Right, Rule, law, electoral competition, leader, vote, Social Science,",English,,,Centre,Summary definition,Social Science,Democratic Politics-I,Features of Democracy,Features of Democracy,K-12
229,CBSE,Democracy,,What is Democracy? Why Democracy?,2,,,Class 9,"merit, democracy, poverty, chaos, instability, corruption, hypocrisy, British rule, dictatorship, Social Science",English,,,Centre,Debating merits of democracy,Social Science,Democratic Politics-I,Merits and Demerits of Democracy,Why Democracy?,K-12
230,CBSE,Democracy,,What is Democracy? Why Democracy?,2,,,Class 9,"argument, democracy, instability, political competition, power play, corruption, electoral competition, leadership, dictatorship, The Hidden Side of Dictatorship, Sani Abacha, Nigeria, Ferdinand Marcos, Philippines, Social Science,",English,,,Centre,Arguments against democracy,Social Science,Democratic Politics-I,Merits and Demerits of Democracy,Why Democracy?,K-12
231,CBSE,Democracy,,What is Democracy? Why Democracy?,2,,,Class 9,"Argument, democracy, China’s famine, food scarcity, Indian government, famine, decision making, difference, conflict, dignity, citizen, Liberal Party, Social Science,",English,,,Centre,Arguments for democracy,Social Science,Democratic Politics-I,Merits and Demerits of Democracy,Why Democracy?,K-12
232,CBSE,Democracy,,What is Democracy? Why Democracy?,2,,,Class 9,"independence, representative democracy, Gram Sabha, minimal democracy, assembly, constituency, parliamentary democratic decision making, monarchy, dictatorship, one party rule, political participation, democratic politics, Social Science,",English,,,Centre,,Social Science,Democratic Politics-I,Broader Understanding of Democracy,Broader Meanings of Democracy,K-12
233,CBSE,Constitutional Design,,Constitutional Design,3,,,Class 9,"Constitutional Design, constitution, government, democracy, South Africa, Indian Constitution, Social Science,",English,,,Centre,,Social Science,Democratic Politics-I,Constitutional Design - Overview,Overview,K-12
234,CBSE,Constitutional Design,,Constitutional Design,3,,,Class 9,"Democratic Constitution, South Africa, Nelson Mandela, apartheid era, Durban beach, white domination, treason, apartheid regime, South African government, Robben Island, Social Science,",English,,,Centre,,Social Science,Democratic Politics-I,Democratic Constitution in South Africa,Democratic Constitution in South Africa,K-12
235,CBSE,Constitutional Design,,Constitutional Design,3,,,Class 9,"apartheid, racial discrimination, South Africa, skin colour, black, coloured, non white, oppressive, blacks, segregation, protest march, strike, African National Congress, ANC, Communist Party, racist government, The Long Walk to Freedom, Nelson Mandela, Social Science,",English,,,Centre,Struggle against apartheid,Social Science,Democratic Politics-I,Democratic Constitution in South Africa,Democratic Constitution in South Africa,K-12
236,CBSE,Constitutional Design,,Constitutional Design,3,,,Class 9,"constitution, repression, Discriminatory law, Nelson Mandela, Republic of South Africa, multi racial government, democratic, South Africa, equality, democratic value, social justice, human right, preamble, South African Constitution, rainbow nation, Social Science",English,,,Centre,Towards a new constitution,Social Science,Democratic Politics-I,Democratic Constitution in South Africa,Democratic Constitution in South Africa,K-12
237,CBSE,Constitutional Design,,Constitutional Design,3,,,Class 9,"constitution, oppressor, oppressed, democracy, principle, majority rule, white minority, social, economic right, vote, group, War of Independence, Great Britain, Constituent Assembly, Social Science,",English,,,Centre,,Social Science,Democratic Politics-I,Need for a Constitution,Why Do We Need a Constitution?,K-12
238,CBSE,Constitutional Design,,Constitutional Design,3,,,Class 9,"Indian Constitution, Vallabhbhai Jhaverbhai Patel, Bardoli peasant satyagraha, Abul Kalam Azad, Muslim separatist politics, T.T.Krishnamachari, Finance Minister, Union Cabinet, Deputy Prime Minister, Social Science",English,,,Centre,,Social Science,Democratic Politics-I,Indian Constitution,Making of the Indian Constitution,K-12
239,CBSE,Constitutional Design,,Constitutional Design,3,,,Class 9,"Constitution, democratic India, Independence, Motilal Nehru, Karachi session, universal adult franchise, freedom, equality, right, minority, Constituent Assembly, Provincial Legislature, Ministry, Government of India Act, Bill of Rights, US, French Revolution, socialist revolution, Russia, Social Science",English,,,Centre,The path to Constitution,Social Science,Democratic Politics-I,Indian Constitution,Making of the Indian Constitution,K-12
240,CBSE,Constitutional Design,,Constitutional Design,3,,,Class 9,"Constituent Assembly, Indian Constitution, Rajendra Prasad, President of India, Champaran satyagraha, Jaipal Singh, Adivasi Maha Sabha, Jharkhand Party, H. C. Mookherjee, Governor of West Bengal, All India Christian Council, Bengal Legislative Assembly, G. Durgabai Deshmukh, women’s emancipation, Central Social Welfare Board, draft, Provincial Legislature, Indian National Congress, B.R. Ambedkar, Drafting Committee, Constituent Assembly Debate, Social Science",English,,,Centre,The Constituent Assembly,Social Science,Democratic Politics-I,Indian Constitution,Making of the Indian Constitution,K-12
241,CBSE,Constitutional Design,,Constitutional Design,3,"Topic concept: let it be ""Guiding Values of the Indian Constitution""",,Class 9,"Indian Constitution, philosophy, Baldev Singh, Panthic Akali Party, Punjab Assembly, Union Cabinet, preamble, Social Science",English,,,Centre,,Social Science,Democratic Politics-I,Guiding Values of the Indian Constitution,Guiding Values of the Indian Constitution,K-12
242,CBSE,Constitutional Design,,Constitutional Design,3,"Topic concept: let it be ""Guiding Values of the Indian Constitution""",,Class 9,"Mahatma Gandhi, Constituent Assembly, Young India, Kanhaiyalal Maniklal Munshi, Swatantra Party, Bhimrao Ramji Ambedkar, Drafting Committee, Republican Party, India, post independence, Shyama Prasad Mukherjee, Minister for Industry and Supply, Interim Government, Bharatiya Jansangh, Hindu Mahasabha, Dr. Ambedkar, Jawaharlal Nehru, Prime Minister, socialism, anti imperialism, tryst with destiny, Sarojini Naidu, Governor of Uttar Pradesh, Somnath Lahiri, West Bengal Legislative Assembly, Social Science",English,,,Centre,The Dream and the Promise,Social Science,Democratic Politics-I,Guiding Values of the Indian Constitution,Guiding Values of the Indian Constitution,K-12
243,CBSE,Constitutional Design,,Constitutional Design,3,"Topic concept: let it be ""Guiding Values of the Indian Constitution""",,Class 9,"Constitution, freedom struggle, Preamble, Indian Constitution, We, The People of India, Sovereign, Socialist, Secular, Fraternity, equality, liberty, justice, republic, United States of America, India, South Africa, Social Science",English,,,Centre,Philosophy of the Constitution,Social Science,Democratic Politics-I,Guiding Values of the Indian Constitution,Guiding Values of the Indian Constitution,K-12
244,CBSE,Constitutional Design,,Constitutional Design,3,"Topic concept: let it be ""Guiding Values of the Indian Constitution""",,Class 9,"Institutional design, Constitution of India, democratic politics, Social Science",English,,,Centre,Institutional design,Social Science,Democratic Politics-I,Guiding Values of the Indian Constitution,Guiding Values of the Indian Constitution,K-12
245,CBSE,Electoral Politics of India,,Electoral Politics,4,,,Class 9,"democracy, representative, non democratic election, democratic election, electoral competition, Election Commission, Social Science,",English,,,Centre,,Social Science,Democratic Politics-I,Electoral Politics - Overview,Overview,K-12
246,CBSE,Electoral Politics of India,,Electoral Politics,4,,,Class 9,"Election, Assembly, Haryana, Sangharsh Samiti, Congress party, Nyaya Yudh, Struggle, Justice, Chief Minister, Member, Legislative Assembly, Government Order, Panchayat, Social Science",English,,,Centre,Assembly Election in Haryana,Social Science,Democratic Politics-I,Elections,Why Elections?,K-12
247,CBSE,Electoral Politics of India,,Electoral Politics,4,,,Class 9,"Election, people’s representative, democracy, Social Science",English,,,Centre,Why do we need elections?,Social Science,Democratic Politics-I,Elections,Why Elections?,K-12
248,CBSE,Electoral Politics of India,,Electoral Politics,4,,,Class 9,"democratic, election, Social Science,",English,,,Centre,What makes an election democratic?,Social Science,Democratic Politics-I,Elections,Why Elections?,K-12
249,CBSE,Electoral Politics of India,,Electoral Politics,4,Chapter concept: Electoral Politics of India (change in all the rows),,Class 9,"political competition, constituency, electoral competition, factionalism, disunity, party politics, Constitution, political leader, Social Science,",English,,,Centre,Is it good to have political competition?,Social Science,Democratic Politics-I,Elections,Why Elections?,K-12
250,CBSE,Electoral Politics of India,,Electoral Politics,4,Topic concept: Indian Election system,,Class 9,"System, Election, democratic, Lok Sabha, Vidhan Sabha, dissolved, Social Science,",English,,,Centre,,Social Science,Democratic Politics-I,Indian Election system,What is Our System of Elections?,K-12
251,CBSE,Electoral Politics of India,,Electoral Politics,4,Topic concept: Indian Election system,,Class 9,"Electoral constituency, MLAs, representative, Lok Sabha, election, Member of Parliament, Assembly constituency, Member of Legislative Assembly, Parliamentary, constituency, Panchayat, Municipal election, ward, seat, Gulbarga Lok Sabha constituency, Gulbarga district, Karnataka, Social Science",English,,,Centre,Electoral constituencies,Social Science,Democratic Politics-I,Indian Election system,What is Our System of Elections?,K-12
252,CBSE,Electoral Politics of India,,Electoral Politics,4,Topic concept: Indian Election system,,Class 9,"Reserved Constituency, Lok Sabha, state Legislative Assembly Parliament, Constitution, Scheduled Caste, SC, Scheduled Tribe, ST, panchayat, Backward Class, OBC, Social Science",English,,,Centre,Reserved Constituencies,Social Science,Democratic Politics-I,Indian Election system,What is Our System of Elections?,K-12
253,CBSE,Electoral Politics of India,,Electoral Politics,4,Topic concept: Indian Election system,,Class 9,"Voters’ list, democratic election, Electoral Roll, universal adult franchise, vote, right to vote, Panchayat, reserved, women, Lok Sabha Constitueny, General SC ST, State Constitueny, Election Commission, India, Union Territory, Andhra Pradesh, Arunachal Pradesh, Assam, Bihar, Chhattisgarh, Goa, Gujarat, Haryana, Himachal Pradesh, Jammu & Kashmir, Jharkhand, Karnataka, Kerala, Madhya Pradesh, Maharashtra, Manipur, Meghalaya, Mizoram, Nagaland, Odisha, Punjab, Rajasthan, Sikkim, Tamil Nadu, Telangana, Tripura, Uttar Pradesh, Uttarakhand, West Bengal, Andaman & Nicobar Islands, Chandigarh, Dadra & Nagar Haveli, Daman & Diu, Delhi, Lakshadweep",English,,,Centre,Voters’ list,Social Science,Democratic Politics-I,Indian Election system,What is Our System of Elections?,K-12
254,CBSE,Electoral Politics of India,,Electoral Politics,4,Topic concept: Indian Election system,,Class 9,"Nomination, candidate, democratic election, minimum age, restriction, criminal, Political party, ticket, Party’s nomination, nomination form, security deposit, criminal case, pending, asset, liabilitie, Education qualification, Social Science,",English,,,Centre,Nomination of candidates,Social Science,Democratic Politics-I,Indian Election system,What is Our System of Elections?,K-12
255,CBSE,Electoral Politics of India,,Electoral Politics,4,Topic concept: Indian Election system,,Class 9,"Educational qualification, candidate, job, MLA, MP, people’s concern, Universal adult franchise, Representation, weaker section, Open political competition, vote, value, Social Science,",English,,,Centre,Educational qualifications for candidates,Social Science,Democratic Politics-I,Indian Election system,What is Our System of Elections?,K-12
256,CBSE,Electoral Politics of India,,Electoral Politics,4,Topic concept: Indian Election system,,Class 9,"Election Campaign, representative, polling, political leader, voter, political party, debate, Lok Sabha, constituency, Garibi Hatao, Remove poverty, Indira Gandhi, Save Democracy, Janata Party, Left Front, Land to the Tiller, West Bengal Assembly, Telugu, N. T. Rama Rao, Telugu Desam Party, Andhra Pradesh Assembly, election, Code of Conduct propaganda, Social Science",English,,,Centre,Election Campaign,Social Science,Democratic Politics-I,Indian Election system,What is Our System of Elections?,K-12
257,CBSE,Electoral Politics of India,,Electoral Politics,4,Topic concept: Indian Election system,,Class 9,"Polling, counting, vote, poll, booth, electronic voting machine, EVM, candidate, Television channel, radio, newspaper, constituency, Social Science,",English,,,Centre,Polling and counting of votes,Social Science,Democratic Politics-I,Indian Election system,What is Our System of Elections?,K-12
258,CBSE,Electoral Politics of India,,Electoral Politics,4,Topic concept: Indian Election system,,Class 9,"expensive, Lok Sabha, election, Social Science",English,,,Centre,Are the elections too expensive for our country?,Social Science,Democratic Politics-I,Indian Election system,What is Our System of Elections?,K-12
259,CBSE,Electoral Politics of India,,Electoral Politics,4,Topic concept: Indian Election system,,Class 9,"Gulbarga, Election result, Congress party, Gulbarga Lok Sabha, constituency, Member of Parliament, INC, BJP, JD, BSP, IND, KNDP, ND, MUL, AIFB, USYP, SP, Iqbal Ahmed Saradgi, Basawaraj Patil Sedam, candidate, Vithal Heroor, Suryakant Nimbalkar, Sanganna, Arun Kumar Chandrashekara Patil, Bhagavanreddy B, Hamid Pasha Sarmast, Basawanth Rao Revansiddappa Sheelwanth, Sandesh C Bandak, Umesh Havanoor, vote, poll, Social Science",English,,,Centre,Election result in Gulbarga,Social Science,Democratic Politics-I,Indian Election system,What is Our System of Elections?,K-12
260,CBSE,Electoral Politics of India,,Electoral Politics,4,Topic concept: Factors making Elections in India Democratic.,,Class 9,"Election, India, democratic, rigging, unfair practice, Newspaper, television report, Intimidation, voter, money, Misuse, government facility, false name, malpractice, Social Science,",English,,,Centre,,Social Science,Democratic Politics-I,Factors making Elections in India Democratic,What Makes Elections in India Democratic?,K-12
261,CBSE,Electoral Politics of India,,Electoral Politics,4,Topic concept: Factors making Elections in India Democratic.,,Class 9,"Independent Election Commission, Chief Election Commissioner, CEC, President, India, Election Commission of India, Code of Conduct, election, Social Science,",English,,,Centre,Independent Election Commission,Social Science,Democratic Politics-I,Factors making Elections in India Democratic,What Makes Elections in India Democratic?,K-12
262,CBSE,Electoral Politics of India,,Electoral Politics,4,Topic concept: Factors making Elections in India Democratic.,,Class 9,"participation, Voter, turnout, People’s participation, UK, India, interest, poor, illiterate, underprivileged, Upper Caste, OBC, SC, ST, White, Black, Hispanic, social group, National Election Study, Social Science",English,,,Centre,Popular participation,Social Science,Democratic Politics-I,Factors making Elections in India Democratic,What Makes Elections in India Democratic?,K-12
263,CBSE,Electoral Politics of India,,Electoral Politics,4,Topic concept: Factors making Elections in India Democratic.,,Class 9,"election, outcome, national, state level, incumbent, sitting, MP, MLA, buying vote, people’s verdict, defeated party, Social Science",English,,,Centre,Acceptance of election outcome,Social Science,Democratic Politics-I,Factors making Elections in India Democratic,What Makes Elections in India Democratic?,K-12
264,CBSE,Electoral Politics of India,,Electoral Politics,4,Topic concept: Factors making Elections in India Democratic.,,Class 9,"fair election, Electoral Campaign, democracy, money power, unfair mean, level playing field, ticket, political party, electoral system, candidate, Lok Sabha, Election Commission, people’s verdict, Social Science",English,,,Centre,Challenges to free and fair elections,Social Science,Democratic Politics-I,Factors making Elections in India Democratic,What Makes Elections in India Democratic?,K-12
265,CBSE,Democratic Institutions in India,,Working of Institutions,5,,,Class 9,"Democracy, legislature, executive, judiciary, Central Government, Union, Social Science,",English,,,Centre,,Social Science,Democratic Politics-I,Working of Institutions - Overview,Overview,K-12
266,CBSE,Democratic Institutions in India,,Working of Institutions,5,Chapter Concept: Democratic Institutions in India (Change in all the rows),,Class 9,"Government Order, Office Memorandum, Joint Secretary, officer, Department of Personnel and Training, Ministry of Personnel, Grievance, Pension, Socially and Educationally Backward Class, SEBC, Scheduled Caste, Scheduled Tribe, backward class, Social Science",English,,,Centre,A Government Order,Social Science,Democratic Politics-I,Policy Decision,How is a Major Policy Decision Taken?,K-12
267,CBSE,Democratic Institutions in India,,Working of Institutions,5,,,Class 9,"Decision Maker, Office Memorandum, Minister of Personnel, Public Grievance, Pension, Mandalisation, politics, President, state, government, Prime Minister, Cabinet meeting, Parliament, Lok Sabha, Rajya Sabha, Second Backward Classes Commission, B.P. Mandal, Mandal Commission election, Janata Dal, Prime Minister V.P. Singh, Reservation, debate, Amul Butter hoarding, Union Cabinet, Houses of Parliament, Union Government, job, Supreme Court, Indira Sawhney and others Vs Union of India case, Government Official, Cabinet, Social Science",English,,,Centre,The Decision Makers,Social Science,Democratic Politics-I,Policy Decision,How is a Major Policy Decision Taken?,K-12
268,CBSE,Democratic Institutions in India,,Working of Institutions,5,,,Class 9,"Political Institution, government, security, facility, education, health, administration, defence, development programme, welfare scheme, Prime Minister, Cabinet, Civil Servant, Supreme Court, Social Science,",English,,,Centre,Need for Political Institutions,Social Science,Democratic Politics-I,Policy Decision,How is a Major Policy Decision Taken?,K-12
269,CBSE,Democratic Institutions in India,,Working of Institutions,5,Topic concept: Indian Parliment,,Class 9,"Parliament, President, Prime Minister, Social Science",English,,,Centre,,Social Science,Democratic Politics-I,Indian Parliament,Parliament,K-12
270,CBSE,Democratic Institutions in India,,Working of Institutions,5,,,Class 9,"Parliament, Legislature, Legislative Assembly, final authority, law making, Social Science",English,,,Centre,Why do we need a Parliament?,Social Science,Democratic Politics-I,Indian Parliament,Parliament,K-12
271,CBSE,Democratic Institutions in India,,Working of Institutions,5,,,Class 9,"Chamber, House, Council of States, Rajya Sabha, House of the People, Lok Sabha, Upper Chamber, Lower Chamber, Doordarshan, Parliament, Speaker, Opposition, Council of Ministers, Prime Minister, minister, Social Science",English,,,Centre,Two Houses of Parliament,Social Science,Democratic Politics-I,Indian Parliament,Parliament,K-12
272,CBSE,Democratic Institutions in India,,Working of Institutions,5,,,Class 9,"Lok Sabha, government’s policy, atrocity, Scheduled Tribe, overpricing, medicine, Indo Tibetan Border Police Force, Indian Institute of Technology, Kharagpur, Rashtriya Ispat Nigam Limited, Visakhapatnam, Minister of Development, North Eastern Region, Minister of State, Railway, North Eastern Council, Railway Budget, Minister of Human Resource Development, National Commission, Minority Educational Institutions Bill, Central Bureau of Investigation, CBI, farmer, agricultural worker, Andhra Pradesh, Securities Laws Amendment Bill, Enforcement of Security Interest and Recovery of Debts Laws Amendment Bill, Social Science",English,,,Centre,A day in the life of the Lok Sabha,Social Science,Democratic Politics-I,Indian Parliament,Parliament,K-12
273,CBSE,Democratic Institutions in India,,Working of Institutions,5,,,Class 9,"Political Executive, execution, policy, government, Social Science,",English,,,Centre,,Social Science,Democratic Politics-I,Political Executive,Political Executive,K-12
274,CBSE,Democratic Institutions in India,,Working of Institutions,5,,,Class 9,"political executive, permanent executive, civil servant, Office Memorandum, non political executive, minister, Social Science,",English,,,Centre,Political and Permanent Executive,Social Science,Democratic Politics-I,Political Executive,Political Executive,K-12
275,CBSE,Democratic Institutions in India,,Working of Institutions,5,,,Class 9,"Prime Minister, Council of Ministers, political institution, Nehru’s Cabinet, President, member, Parliament, Cabinet Ministers, Ministers of State, independent charge, Mayor, Municipal Chairperson, Zila Parishad, Social Science",English,,,Centre,Prime Minister and Council of Ministers,Social Science,Democratic Politics-I,Political Executive,Political Executive,K-12
276,CBSE,Democratic Institutions in India,,Working of Institutions,5,,,Class 9,"Prime Minister, Cabinet meeting, supervision, ministry, work, Cabinet, Jawaharlal Nehru, Prime Minister Indira Gandhi, coalition government, woman President, Social Science,",English,,,Centre,Powers of the Prime Minister,Social Science,Democratic Politics-I,Political Executive,Political Executive,K-12
277,CBSE,Democratic Institutions in India,,Working of Institutions,5,,,Class 9,"President, head of the State, Member, Parliament, MP, Legislative Assembly, MLAs, Shri Pranab Mukherjee, Shri Narendra Modi, Swearing in Ceremony, Rashtrapati Bhavan, appointment, Chief Justice of India, international treaty, agreement, Council of Ministers, Lok Sabha, Social Science",English,,,Centre,The President,Social Science,Democratic Politics-I,Political Executive,Political Executive,K-12
278,CBSE,Democratic Institutions in India,,Working of Institutions,5,,,Class 9,"Presidential System, legislature, Congress, US, Latin America, ex Soviet Union country, Presidential form, government, parliamentary system, President, Prime Minister, Social Science",English,,,Centre,The Presidential System,Social Science,Democratic Politics-I,Political Executive,Political Executive,K-12
279,CBSE,Democratic Institutions in India,,Working of Institutions,5,,,Class 9,"Judiciary, Office Memorandum, President Bush, Supreme Court, Government Order, High Court, District Court, dispute, civil, criminal case, appointed, President, Chief Justice impeachment, motion, Constitution, judicial review, Parliament, Fundamental Right, public interest, litigation, Appointment, judge, Removal, Power, Social Science,",English,,,Centre,,Social Science,Democratic Politics-I,Judiciary,The Judiciary,K-12
280,CBSE,Democratic Rights,,Democratic Rights,6,,,Class 9,"democratic government, democracy, democratic right, Fundamental Right, Indian Constitution, Social Science",English,,,Centre,,Social Science,Democratic Politics-I,Democratic Rights - Overview,Overview,K-12
281,CBSE,Democratic Rights,,Democratic Rights,6,,,Class 9,"Right, Guantanamo Bay, American government, prison, US army, Amnesty International, hunger strike, inquiry, UN, Secretary General, US government, Social Science",English,,,Centre,Prison in Guantanamo Bay,Social Science,Democratic Politics-I,Absence of rights,Life Without Rights,K-12
282,CBSE,Democratic Rights,,Democratic Rights,6,,,Class 9,"Citizen, Right, Saudi Arabia, hereditary, political party, king, legislature, freedom, religion, public restriction, Social Science,",English,,,Centre,Citizens’ Rights in Saudi Arabia,Social Science,Democratic Politics-I,Absence of rights,Life Without Rights,K-12
283,CBSE,Democratic Rights,,Democratic Rights,6,,,Class 9,"Ethnic massacre, Kosovo, Yugoslavia, Serb nationalist Milosevic, Kosovo Albanians, ethnic prejudice, International Court of Justice, crime, humanity, Tony Blair, custodial violence, unequal treatment, women, force feeding, prisoner, Social Science",English,,,Centre,Ethnic massacre in Kosovo,Social Science,Democratic Politics-I,Absence of rights,Life Without Rights,K-12
284,CBSE,Democratic Rights,,Democratic Rights,6,,,Class 9,"Democracy, right, security, dignity, fair play, Social Science",English,,,Centre,,Social Science,Democratic Politics-I,Rights in a Democracy,Rights in a Democracy,K-12
285,CBSE,Democratic Rights,,Democratic Rights,6,,,Class 9,"Right, claim, Serb, Yugoslavia, vote, sanctioned, law, recognised, society, Social Science",English,,,Centre,What are rights?,Social Science,Democratic Politics-I,Rights in a Democracy,Rights in a Democracy,K-12
286,CBSE,Democratic Rights,,Democratic Rights,6,,,Class 9,"democracy, sustenance, minority, constitution, Social Science,",English,,,Centre,Why do we need rights in a democracy?,Social Science,Democratic Politics-I,Rights in a Democracy,Rights in a Democracy,K-12
287,CBSE,Democratic Rights,,Democratic Rights,6,Topic concept: Constitutional Rights in India,,Class 9,"Indian Constitution, democracy, equality, Fundamental Right, Freedom, religion, educational right, exploitation, constitutional remedy, Social Science",English,,,Centre,,Social Science,Democratic Politics-I,Constitutional Rights in India,Rights in the Indian Constitution,K-12
288,CBSE,Democratic Rights,,Democratic Rights,6,Topic concept: Constitutional Rights in India,,Class 9,"Right, Equality, protection, rule, law opportunity, Government of India, Scheduled caste, Scheduled Tribe, Backward Class, reservation, social discrimination, untouchability, physically handicapped, Social Science",English,,,Centre,Right to Equality,Social Science,Democratic Politics-I,Constitutional Rights in India,Rights in the Indian Constitution,K-12
289,CBSE,Democratic Rights,,Democratic Rights,6,Topic concept: Constitutional Rights in India,,Class 9,"Untouchability, P. Sainath, The Hindu, caste, discrimination, Dalit, Scheduled Caste, Social Science",English,,,Centre,Many Forms of Untouchability,Social Science,Democratic Politics-I,Constitutional Rights in India,Rights in the Indian Constitution,K-12
290,CBSE,Democratic Rights,,Democratic Rights,6,Topic concept: Constitutional Rights in India,,Class 9,"Right, Freedom, Indian Constitution, speech, expression, meeting, procession, rally, demonstration, travel, life, personal liberty, Salman Rushdie, Satanic Verses, Prophet Mohammed, Censor Board, Social Science,",English,,,Centre,Right to Freedom,Social Science,Democratic Politics-I,Constitutional Rights in India,Rights in the Indian Constitution,K-12
291,CBSE,Democratic Rights,,Democratic Rights,6,Topic concept: Constitutional Rights in India,,Class 9,"Right, Exploitation, traffic, human being, begar, forced labour, bonded labour, child labour, hazardous work, prohibit, auction, Olur Nagar, National Sample Survey Organisation, female, child labourer, wage, Social Science,",English,,,Centre,Right against Exploitation,Social Science,Democratic Politics-I,Constitutional Rights in India,Rights in the Indian Constitution,K-12
292,CBSE,Democratic Rights,,Democratic Rights,6,Topic concept: Constitutional Rights in India,,Class 9,"Freedom, Religion, Secularism, secular state, right, profess, discriminate, people, Social Science,",English,,,Centre,Right to Freedom of Religion,Social Science,Democratic Politics-I,Constitutional Rights in India,Rights in the Indian Constitution,K-12
293,CBSE,Democratic Rights,,Democratic Rights,6,Topic concept: Constitutional Rights in India,,Class 9,"Cultural, Educational Right, right, minority, Shiromani Gurdwara Parbandhak Committee, SGPC, Aligarh Muslim University, Sikh community, anti conversion law, Social Science",English,,,Centre,Cultural and Educational Rights,Social Science,Democratic Politics-I,Constitutional Rights in India,Rights in the Indian Constitution,K-12
